word	freq_piyut	freq_memar	memar_he_candidate	conf	source	context
אכבירו	1	0		0	פיוט #349 — צלית מועך הג המצות בהרגריזים	מופת גדול * על יד משה אתעבדו : בדיל כל עם ישראל * אשר מרן אכבירו :
התריזים	1	0		0	פיוט #349 — צלית מועך הג המצות בהרגריזים	התריזים בית אל י מקום מסגדינו : מאה שנה תעשו אתו • בשמח וששונו :
מחיסרים	1	0		0	פיוט #350 — צלות מועד חג המצות בהרגריזים	מחיסרים :
אסנלה	1	0		0	פיוט #350 — צלות מועד חג המצות בהרגריזים	חרה הר הקדים * כי אלהי קדים : אסנלה מן ימי קרים • בשבעה ׳ערים ;
ראתננרו	1	0		0	פיוט #350 — צלות מועד חג המצות בהרגריזים	ואחר עשר אחד ההרים י ראתננרו עליו תרים • אחר אב הגברים י ואחר
רמלאת	1	0		0	פיוט #350 — צלות מועד חג המצות בהרגריזים	רמלאת לו הידים :
בשמחיבם	1	0		0	פיוט #351 — צלות מועד חג המצות בהרגריזים	ומאה שנה תעשו אתו • ואתון בשמחיבם : מומי אדונן עבד חנו נה •
רבביבון	1	0		0	פיוט #351 — צלות מועד חג המצות בהרגריזים	רבביבון • וימשם יהוה : ולאוי עליכון אה קהלה • אה מן אנה בלכם : תנצירו
תברבם	1	0		0	פיוט #351 — צלות מועד חג המצות בהרגריזים	ידרשו תברבם ; ותצילנו מן פנוחה * וטהרנו מכל ממה : והקים לנו רצונך •
ותצילנו	1	0		0	פיוט #351 — צלות מועד חג המצות בהרגריזים	ידרשו תברבם ; ותצילנו מן פנוחה * וטהרנו מכל ממה : והקים לנו רצונך •
ואיביבון	1	0		0	פיוט #354 — רכן ארכן וטרקה עבורה רעלמה תסתגד וחשתבח וישתבח	במספר שבע שבתות * על יר משה אישון : תספרו יחון מאד . שנה * ואיביבון
ולטציל	1	0		0	פיוט #355 — צלות השבת הראש דמן שבע השבתות	הוא משה אשר ידעהו : ולטציל ישראל שלחהו : ויושיע יהוה ביום ההוא :
ובריר	1	0		0	פיוט #360 — ובי בשם יהוד , אקרא וישרו הזקינים אלקטף	יתה יתהלל ובריר אל הני ' י ויהודי אל ה *
וחליפוחם	1	0		0	פיוט #360 — ובי בשם יהוד , אקרא וישרו הזקינים אלקטף	כימי השמים על הארץ י עוד כימי אבות ובנים ; כל ימי דורות וחליפוחם •
יוזן	1	0		0	פיוט #361 — צלות השבת הראש דמן שבע השבתות	באהלין דאז כרו * אדרש הממן בישרו : הן יוזן לך כל איקרו • וירוח לך
והוציון	1	0		0	פיוט #361 — צלות השבת הראש דמן שבע השבתות	והוציון ביד רמה • והדבב לק עמה : ועברון בימה י וצאו מנה בשלמו :
הושיעון	1	0		0	פיוט #361 — צלות השבת הראש דמן שבע השבתות	והכה דבביון * והמיתו פניון : ואלהים הושיעון * בישועתו ועצמו :
ראזך	1	0		0	פיוט #361 — צלות השבת הראש דמן שבע השבתות	כקש ברב עז ך * ושלטן ראזך : וברוח רנזך • המים ניערמו :
נוזילים	1	0		0	פיוט #361 — צלות השבת הראש דמן שבע השבתות	נצבו כמו נד נאזלים • והמצרים מתו נוזילים : ובתוכו צללים י כעופרת
והמלקוש	1	0		0	פיוט #363 — צלות השבת הראש דמן שבע השבתות	מרטוש : ותתמלי בברכת * היורא והמלקוש :
רמקמי	1	0		0	פיוט #363 — צלות השבת הראש דמן שבע השבתות	רברא עלמה ביחידאותה : י ה ה רמקמי עלמה ומבתרדי : י ה ה דברך
ומבתרדי	1	0		0	פיוט #363 — צלות השבת הראש דמן שבע השבתות	רברא עלמה ביחידאותה : י ה ה רמקמי עלמה ומבתרדי : י ה ה דברך
לרחמגה	1	0		0	פיוט #364 — צלות השבת הראש דמן שבע השבתות	סימניה ופליאתה ; לחבום בסיאתה וגליאתה : לרחמגה דלית סוף לרחמותהי :
לטמלליבון	1	0		0	פיוט #364 — צלות השבת הראש דמן שבע השבתות	וידיק עליכון ממעון קדשו מן שומיה * דרות לשתיקיכון • וכן לטמלליבון *
יפרקנובון	1	0		0	פיוט #364 — צלות השבת הראש דמן שבע השבתות	כן יפרקנובון כותזן מן אדי רבביכון ומן ארי סנאיכון :
ויפקנובון	1	0		0	פיוט #364 — צלות השבת הראש דמן שבע השבתות	ויחלף אלה עליכון חליפה טבה • ויפקנובון אלה • מן לחצה לרוח ומן חכפגה
חכפגה	1	0		0	פיוט #364 — צלות השבת הראש דמן שבע השבתות	ויחלף אלה עליכון חליפה טבה • ויפקנובון אלה • מן לחצה לרוח ומן חכפגה
לנזיראחה	1	0		0	פיוט #364 — צלות השבת הראש דמן שבע השבתות	לנזיראחה ומן קללתה לברבאתה י ומן חשך פנותה לנוד אימנותה :
שטחותיכון	1	0		0	פיוט #364 — צלות השבת הראש דמן שבע השבתות	וירחק לדבביכון : ויקרב רחמיכון י ויאמן יראתיכון : ויחדש שטחותיכון * יי . £
לרצטיבון	1	0		0	פיוט #364 — צלות השבת הראש דמן שבע השבתות	לרצטיבון * וירות לכל טתלתיבון : * וישקף ברחמיו וחסדו עליבון :
טתלתיבון	1	0		0	פיוט #364 — צלות השבת הראש דמן שבע השבתות	לרצטיבון * וירות לכל טתלתיבון : * וישקף ברחמיו וחסדו עליבון :
יוטים	1	0		0	פיוט #364 — צלות השבת הראש דמן שבע השבתות	והו שבעה יוטים : מן חמשיתי יוטיה * רצונו יהוה אלהינו : הן נספר אתם •
לחוביבון	1	0		0	פיוט #364 — צלות השבת הראש דמן שבע השבתות	בריך * ומברך עליבון : ויסלח אמן לחוביבון י ולחטאיכון : ולאשמיבון *
ולאשמיבון	1	0		0	פיוט #364 — צלות השבת הראש דמן שבע השבתות	בריך * ומברך עליבון : ויסלח אמן לחוביבון י ולחטאיכון : ולאשמיבון *
ולפשעיכוץ	1	0		0	פיוט #365 — צלות השבת הראש דמן שבע השבתות	ולפשעיכוץ : וקפל ענן חשבה • ולחצה דפרס עלויכון ן ויחלפנה בחח ובנפוש
לבעואתבון	1	0		0	פיוט #365 — צלות השבת הראש דמן שבע השבתות	ויפתח תריח שומיה לקליין לבעואתבון * וינהר לוטן בעמל רמוכי מערת
ובזטת	1	0		0	פיוט #365 — צלות השבת הראש דמן שבע השבתות	ובזטת יוסף פתורה דחלמה • ובצלות משה • נביה רעלמר . * ישיב אלהנו •
רעלמר	1	0		0	פיוט #365 — צלות השבת הראש דמן שבע השבתות	ובזטת יוסף פתורה דחלמה • ובצלות משה • נביה רעלמר . * ישיב אלהנו •
שבתותח	1	0		0	פיוט #367 — ואחר הו יהוה הנכבד וישתבח לא נדע בעלה	וכל בעותה * וישם לך כל עת טובו וחסדו : ויחני יתך באהלין שבתותח *
ראננד	1	0		0	פיוט #367 — ואחר הו יהוה הנכבד וישתבח לא נדע בעלה	הוא משה נביה רעלמה : ראננד עטו לימה וצאו מנה בשלמה : ויאמנו
נחרל	1	0		0	פיוט #368 — צלות השבת הראש דמן שבע השבתות	לא נחרל ולא נבטל מן מימר כל ימי חיינו והבו נדל . , . ברב נדל
מקסירי	1	0		0	פיוט #370 — צלות השבת הראש דמן שבע השבתות	מקסירי הקטרה * יעלי בחסדו אתרך : ויאמנך ממה תיראה * אתה וכל
טעשון	1	0		0	פיוט #370 — צלות השבת הראש דמן שבע השבתות	התיצבו • וראו נלאת טעשון ג ופלג אחד הוה • לעזרות מצרים מדרשון :
טאתיבון	1	0		0	פיוט #370 — צלות השבת הראש דמן שבע השבתות	אב דמכם ובנו : וירחם טאתיבון • הסגורים לקדש טברינו : ונחתם זה
שבתיז	1	0		0	פיוט #371 — צלות השבת השט דמן שבע השבתות	שבתיז שבת תורה צוד . לנו
טועץ	1	0		0	פיוט #373 — יומיה ומרקה אתהו עבורן וישתבח	בעמלו ישים דרכיך מליץ : ובל מטך יהי טועץ : במי ביאר ויריאהו יהוה
וישליכהו	1	0		0	פיוט #373 — יומיה ומרקה אתהו עבורן וישתבח	עץ : וישליכהו אל המים :
דגלניון	1	0		0	פיוט #373 — יומיה ומרקה אתהו עבורן וישתבח	ויחני יתך באהלין השבתות דגלניון יתרה * בעמל מי קבל שני קרשי :
ישכילך	1	0		0	פיוט #374 — צלות השבת השני דמץ שבע השבתות	טוב ישכילך :
טחעתקה	1	0		0	פיוט #375 — שבתות תמימות • כל שבוע על מספרו	הן חקות עוברה ׳ טחעתקה מן הזכאים * דהרו לטרון שמעין : ומן אימתו
הטיטרים	1	0		0	פיוט #376 — צלות השבת השני דמן שבע השבתות	המים המרירים ״ לנסות היוצאים ממצרים : לדעת לון קדש הטיטרים * הן
ויננר	1	0		0	פיוט #376 — צלות השבת השני דמן שבע השבתות	ויננר יתבון מן פנותה * ותתחלף ברחותה : ויומי שלמותה * ביומיכון
ביוטיבון	1	0		0	פיוט #376 — צלות השבת השני דמן שבע השבתות	ויותר חייכון בהלכון * כל סמוך ממך וארכון : ויוריך ביוטיבון * וברתותו
שטחך	1	0		0	פיוט #376 — צלות השבת השני דמן שבע השבתות	יומיה * שם מבדילות שטחך : מבתר עשותך • הקרבן ומפסחך : פסח יהוד
עטורים	1	0		0	פיוט #376 — צלות השבת השני דמן שבע השבתות	עליך • והוליכך בנסעך : בשני עטורים * ועל ים סוף הנחך : ועברך בו
ואננרך	1	0		0	פיוט #377 — צלות השבת השני דמן שבע השבתות	נשרים * ולארץ הטובה הובאך : ואננרך מן ים סוף אל מיתה ואמתק לך
קבצוח	1	0		0	פיוט #377 — צלות השבת השני דמן שבע השבתות	מי מרה • ואשבע רעבך והמה לצמאך : על סי שלחו בדיל קבצוח פצך ופרה
טסחן	1	0		0	פיוט #377 — צלות השבת השני דמן שבע השבתות	ועל חתמת נדרש מן טסחן אלהותה ישמע לשיאליך : ויקים מה כתב
יצילכם	1	0		0	פיוט #377 — צלות השבת השני דמן שבע השבתות	חמשים יום שבע שבעות תתמלי : יצילכם אה נופיהון מיד פנוחה ומחרב •
מסכינוחיכון	1	0		0	פיוט #377 — צלות השבת השני דמן שבע השבתות	ותשכנו בבתיכון ולא תראו עולי : וירחי מסכינוחיכון ויטפי השרב י ויניב
ויניב	1	0		0	פיוט #377 — צלות השבת השני דמן שבע השבתות	ותשכנו בבתיכון ולא תראו עולי : וירחי מסכינוחיכון ויטפי השרב י ויניב
טימרך	1	0		0	פיוט #377 — צלות השבת השני דמן שבע השבתות	וסמיך : תקים טימרך בכתבי ך בטב ממלליך : ראתמר על יד נביאך שלחיך
רפ	1	0		0	פיוט #377 — צלות השבת השני דמן שבע השבתות	רפ אך כמה בכתביך : אדני יהוה רפאנו מכל חלי :
החהללות	1	0		0	פיוט #377 — צלות השבת השני דמן שבע השבתות	ז טובי מי יקרב בו קרבן תשבחן בטהרות הענינים * ויסך עליו מן החהללות
ואתמף	1	0		0	פיוט #377 — צלות השבת השני דמן שבע השבתות	ובזה השבוע אתחדשת הששונים • ואתמף כל שמח בזבנו ת : דן החתנים
רעובריון	1	0		0	פיוט #377 — צלות השבת השני דמן שבע השבתות	הטובים רעובריון מתקנים •וליח כחתנים להם רמות : אלה ישמרון ויוקרון
דרבוחך	1	0		0	פיוט #378 — ״ - ס ותתחסל דיצלות בטוב	ובניו * דרבוחך רמן : דאנן רחיצין עליך י תנפש לארצמן : אלית נתרחיץ
תק	1	0		0	פיוט #378 — ״ - ס ותתחסל דיצלות בטוב	בצרע : ודמררת חייון • אמתק מרורה : ושם ' שם לו תק ומשפט * הורעהו
ישטבם	1	0		0	פיוט #379 — ג צלות השבת השני דמן שבע השבתות	ובערה : וטובי למי ישמע י ואוי לכל סורר ומורא : ישטבם יהוה מן השטעים *
השטעים	1	0		0	פיוט #379 — ג צלות השבת השני דמן שבע השבתות	ובערה : וטובי למי ישמע י ואוי לכל סורר ומורא : ישטבם יהוה מן השטעים *
אופיפו	1	0		0	פיוט #379 — ג צלות השבת השני דמן שבע השבתות	ישראל והמקרא על המכתבים כי בשם ודבר אל אהרן אופיפו
רבתר	1	0		0	פיוט #380 — ספר רראן וטרקה וישתבח ספר בראישית * על ויסע	רבתר מן הנביים משה * ושלחו לישראל מושיע : והציל אבהתן ממצרים •
זכאר	1	0		0	פיוט #382 — צלות השבת השלישי	אלהי יעקב זכאר - * בגדלו יעמרך : אלהי יוסף מלכה * יוסיף את איקרך :
ובמשטר	1	0		0	פיוט #382 — צלות השבת השלישי	׳ . ז יהיה מברך עליכם זה שבת השלישי : תתמלו בשמחה ובמשטר קרשי :
דבטערה	1	0		0	פיוט #383 — צלות השבת השלישי	אבות י דבטערה שבוני : והציל בניון מהלחצות • בפליאן וסימני * , ופקדון
דהוריען	1	0		0	פיוט #383 — צלות השבת השלישי	הוא משה דהוריען על ירו החקים והמשפטים : ראננר עמו אל משרית .י
ראננר	1	0		0	פיוט #383 — צלות השבת השלישי	הוא משה דהוריען על ירו החקים והמשפטים : ראננר עמו אל משרית .י
זבגות	1	0		0	פיוט #383 — צלות השבת השלישי	עליו עוד ישתבח על זבגות חתן כהן לוי מן מימר הזקן
וחששונים	1	0		0	פיוט #383 — צלות השבת השלישי	שבע שבתות תמימות בהם לא ישבתו * מן מיני הזהו וחששונים : וכד אתוזף
ואננרון	1	0		0	פיוט #383 — צלות השבת השלישי	הו משה רעל ידו הציל עמו מן מיני הלבוטים : ואננרון אל ים סוף ומן
בטרכרו	1	0		0	פיוט #385 — לאדונן אלעזר יצק יהוח עליו	״ . הצלות והשלום * על הנביא משה : אני אני בטרכרו י אשא ראשי : בין
ומצטמתים	1	0		0	פיוט #385 — לאדונן אלעזר יצק יהוח עליו	שכם מול הרנריזים * דבו יתנשא ראשי : ומצטמתים במכתב אבישע * ראכתב
ראכתב	1	0		0	פיוט #385 — לאדונן אלעזר יצק יהוח עליו	שכם מול הרנריזים * דבו יתנשא ראשי : ומצטמתים במכתב אבישע * ראכתב
ושביכזן	1	0		0	פיוט #386 — צלות השבת השלישי	ושביכזן טבים מן אלה * ותנים יומה מה שתה :
ואוסיפו	1	0		0	פיוט #386 — צלות השבת השלישי	בשם ושמע ישראל ודבר אל אהרן ואוסיפו י *ג, ן ג ל ליל * ״
הטדברה	1	0		0	פיוט #388 — הפסח א * ת	ויעברו בתוך הים הטדברה ויחנו במרה ויבאו אילים
כהקת	1	0		0	פיוט #389 — צלות לילה הפסח השני	ועשה פסח ליהוה בחרש השני כהקת הפסח , , , ולאזרח הארץ ;
קדישוחו	1	0		0	פיוט #391 — וישתבח	חילה דבחרך אה ישראל והסגלך * בקדוש יום השביעי : ושרר קדישוחו
מציבותה	1	0		0	פיוט #393 — צלות השבת הרביעי	אלהי מי תרי מציבותה אקים : ושבטי ישראל מן ירכו נפיקים : ישים
רלבבינן	1	0		0	פיוט #393 — צלות השבת הרביעי	אלתי ארונן ונברנן רלבבינן חזיקין בו * דמן נביותו שבעים אתנבו : תפרו
חזיקין	1	0		0	פיוט #393 — צלות השבת הרביעי	אלתי ארונן ונברנן רלבבינן חזיקין בו * דמן נביותו שבעים אתנבו : תפרו
עך	1	0		0	פיוט #393 — צלות השבת הרביעי	ברכאתו עך היום עליך שלף :
המסתמבה	1	0		0	פיוט #393 — צלות השבת הרביעי	אלה לאתרינן יישיבו : והברכה המסתמבה בו : בה כל מאום יקרבו :
ולהרצק	1	0		0	פיוט #394 — צלות השבת הרביעי	ובתר זה יברכך • ולעמל טוב יוליכך : ולהרצק יסוכיכך • וברייתו מסך
אחעשה	1	0		0	פיוט #395 — עורן כן לו עור	אחעשה תמהות • עבד עלינן נזכר ןכ ל חמת במאום מתקצר : אתם לו
טקפין	1	0		0	פיוט #395 — עורן כן לו עור	טקפין קא לר ן : בתר מיכל הקרבן • צאו בשמח וחן : וקמיון תרי עמודים •
לר	1	0		0	פיוט #395 — עורן כן לו עור	טקפין קא לר ן : בתר מיכל הקרבן • צאו בשמח וחן : וקמיון תרי עמודים •
ברירות	1	0		0	פיוט #395 — עורן כן לו עור	ברירות המן מן : השמים בגאות • מזון לאב ולבן : דבר יום ביומו * מה שמע
בספחית	1	0		0	פיוט #395 — עורן כן לו עור	לשביעי ייאכן : וקראו שמו מ ; והוא בזרע נד לבן : וטעמו בספחית בדבש •
טתעני	1	0		0	פיוט #396 — צלות השבת הרביעי	את הברכה * ותמטון סד אתון חשובי : ובל סכם י ה,* ן בצלותו • טתעני
החכוסים	1	0		0	פיוט #396 — צלות השבת הרביעי	החכוסים יתמחו : מן מעשה יהוה • דאקים השמים ונשאו : ואלק בו מאורים •
בקרוש	1	0		0	פיוט #397 — צלות השבת הרביעי	בשמח ובזהות ; רשמו שבת מברך עליכם * אה קדש המשפחות : בקרוש
זבר	1	0		0	פיוט #397 — צלות השבת הרביעי	הצדיק והישר * אל חנו ; ורחום : בגדלו זבר בריתו עם הזכאים ומי לחלמיה
בזבגות	1	0		0	פיוט #397 — צלות השבת הרביעי	ובזה השבת כל זהו ואשמחותה * לעם ישראל אסתדר : בזבגות דן חתנה
ונלינאתו	1	0		0	פיוט #397 — צלות השבת הרביעי	דמותה * ונלינאתו אלה ישמרו ויוקרו ויתן לו טב מתנוחה • ויפתח לו
המסחרר	1	0		0	פיוט #397 — צלות השבת הרביעי	המסחרר : בעמל מי קבל תרי לוחי בריתה * בסהדות שש מאות אלף נבר :
בצפחית	1	0		0	פיוט #400 — צלות השבת הרביע, ,	והוא כזרע נד לבן י וטעמו בצפחית בדבש : ועינו כעין הבדלה * טובותיו
לשיש	1	0		0	פיוט #400 — צלות השבת הרביע, ,	לא לשיש : ובו מופתים רבים • לגו עליון יקבש : ימצא סודים חסידים יכ ל
יקבש	1	0		0	פיוט #400 — צלות השבת הרביע, ,	לא לשיש : ובו מופתים רבים • לגו עליון יקבש : ימצא סודים חסידים יכ ל
בטשמרה	1	0		0	פיוט #403 — על ויטע ישתבח	יד הנביא הסגיל : תתחגי בטשמרה אה עם יהוה • ובטובו לך יגדיל :
בגקירות	1	0		0	פיוט #403 — על ויטע ישתבח	אשר א רחם ג * ונצבת על הצור ושמתיך בגקירות הצור וירד יהוה בענן
רלבב	1	0		0	פיוט #403 — על ויטע ישתבח	הוא משה דלך יהוה קריב : רלבב בו הרחיב : הנני עמד לפניך שם על
ירתק	1	0		0	פיוט #404 — צלות השבת החמישי	יוסף ירתק מפניך * כל דבב וכל טלום : אלהי משה שליחה ראלהים עליו
אסנלתה	1	0		0	פיוט #405 — צלות השבת החמישי	אמשלת : ויומה שביעה * ברכת וקדשתה : מן הימי ם סניל • וטסו אסנלתה :
עדשה	1	0		0	פיוט #406 — ויהיה מברך עליכם * קרוש אהן שבתה	זרעיכון * ושנאיכון עדשה : ותעבדו מועדיכון י ואתון בזהי ובששה • ויומי
הרהוטים	1	0		0	פיוט #406 — ויהיה מברך עליכם * קרוש אהן שבתה	רחום הרהוטים * האל הגדול והגבור : חילה חבר בריתו עם השלשה
יומיס	1	0		0	פיוט #406 — ויהיה מברך עליכם * קרוש אהן שבתה	השבת דמספרו חמשה ושלשים יומיס׳אתפרשו על יד הנביא הנאמן המאור :
רלברית	1	0		0	פיוט #406 — ויהיה מברך עליכם * קרוש אהן שבתה	האל . הנאמן * רלברית והחסיד שמור : בנדלו זכר בריתו עם תלתה רחמין *
המטזיר	1	0		0	פיוט #406 — ויהיה מברך עליכם * קרוש אהן שבתה	המטזיר הכפור : ופקרון במספר שבע שבתות תמימות רמין * דבון מיני
רלמגיפה	1	0		0	פיוט #407 — צלות השבת החמישי	רלמגיפה עצרה * יחם עליך וירום : אלהי יהושע ובלב וישרה * יחן עליך
ריששי	1	0		0	פיוט #408 — צלות השבת הששי	׳' . ז צלות השבת ריששי צפרה כי הו שבת עמלק שריו הצלות בריך אלהנו ויחוה
נעחם	1	0		0	פיוט #408 — צלות השבת הששי	י ■ ■ ז ותלד לאליפז את עמלק אלוף נעחם אלוף עמלק אלה
רעובדיו	1	0		0	פיוט #410 — ומקדש וטרקה אתהו חדרי וישתבח	ז טדי לו על מספר השעים : רעובדיו חמחים : והתמח נצעות הרפאים :
חמחים	1	0		0	פיוט #410 — ומקדש וטרקה אתהו חדרי וישתבח	ז טדי לו על מספר השעים : רעובדיו חמחים : והתמח נצעות הרפאים :
והשתח	1	0		0	פיוט #412 — חילה רמה ויקירה וטרקה אלהים רחטנה * £ וישתבח	את אשר ' עשה לך עמלק תמית את זכיר עמלק והשתח תו
יושענו	1	0		0	פיוט #413 — צלות השבת הששי	יוציאנו ן ומי יהיה במלחמה * הוא יושענו : אשר לאשר ישים • את חםר
קתב	1	0		0	פיוט #413 — צלות השבת הששי	מננו : מי רחום ומי חנון * ומי קתב ממנו :
בפחסטים	1	0		0	פיוט #413 — צלות השבת הששי	בפחסטים • פענטום רמיה : פרוסטמים השטים * רבבות מלכיה : ומגדלים
פענטום	1	0		0	פיוט #413 — צלות השבת הששי	בפחסטים • פענטום רמיה : פרוסטמים השטים * רבבות מלכיה : ומגדלים
פרוסטמים	1	0		0	פיוט #413 — צלות השבת הששי	בפחסטים • פענטום רמיה : פרוסטמים השטים * רבבות מלכיה : ומגדלים
וסחסון	1	0		0	פיוט #413 — צלות השבת הששי	וכוכבים * ותרי מאוריה : וסחסון אקרים * לארבעה חלקיה : ולאותות על
ולאותוח	1	0		0	פיוט #413 — צלות השבת הששי	דדי י שבת קדש כל יומיה : ולאותות על דדי * יומי מועדיה : ולאותוח
נדיק	1	0		0	פיוט #413 — צלות השבת הששי	נצפי בבוננו • ועל רפידים נדיק : ונרומם וגשבח * לאל ישר וצדיק : על
וגשבח	1	0		0	פיוט #413 — צלות השבת הששי	נצפי בבוננו • ועל רפידים נדיק : ונרומם וגשבח * לאל ישר וצדיק : על
בטלחם	1	0		0	פיוט #413 — צלות השבת הששי	מה עשה מן הטוב * עם ישראל חרש ועתיק : הך בטלחם עמלק • דאזל שם
עטיק	1	0		0	פיוט #413 — צלות השבת הששי	וכל אחד לבו מציק : מבנלל ישראל דהוד . בלחץ עטיק : ויושיע יהוה ישראל י
קעיטות	1	0		0	פיוט #413 — צלות השבת הששי	יהושע אין לך • לפני קעיטות : אמר לו עמלק * אני ראש הממלכות : אניבו
הקדקרות	1	0		0	פיוט #413 — צלות השבת הששי	אגיבו יהושע ואמר לו • אני בעל הקדקרות : אמר לו עמלק * לי ידים ברע
חזיקות	1	0		0	פיוט #413 — צלות השבת הששי	חזיקות : אניבו יהושע ואמר לו • לי ירים דביקות : אמר לו עמלק • עמי סני
בחציצרות	1	0		0	פיוט #413 — צלות השבת הששי	עמי קסמים וידעונות : א ניבו יהושע ואמר לו • עטי בהנים יתקעו בחציצרות :
רמיתוביתו	1	0		0	פיוט #414 — צלית השבת הששי	נבי צדיק • רמיתוביתו עצומות ן המתפלל בעבורנו * למתיי הנשמות : בתפלותו
רחנתו	1	0		0	פיוט #415 — צלות השבת הששי	רב חילה דצפית רחנתו : כיצרות העולם : מינים וגונים מתחלפים ימ ן
וטצא	1	0		0	פיוט #415 — צלות השבת הששי	וטצא ישראל מנה נפוש * ונסע אחרי האיש הקדוש ןמ ן משריתה אל
ואמעיטו	1	0		0	פיוט #415 — צלות השבת הששי	וכר עמו יתה דחלו : ומפניו נבהלו : ואמעיטו נפשותם מן המתקומם קבלו :
העובר	1	0		0	פיוט #415 — צלות השבת הששי	ואמרו הך יהי העובר * עם זה הרבב רירד : עלינו וננרנו עמר * בעז פנים
רירד	1	0		0	פיוט #415 — צלות השבת הששי	ואמרו הך יהי העובר * עם זה הרבב רירד : עלינו וננרנו עמר * בעז פנים
ושמיע	1	0		0	פיוט #416 — צלות השבת הששי	מה בארה מן חיל מרה * דו מתרחיץ עליו בדברה : ושמיע למימרה * ומאום
שמיעת	1	0		0	פיוט #416 — צלות השבת הששי	ולו ארשה לי ראית • בך מרי בו מה שמיעת : מן מיני מגויאתה • רתרד
רתרד	1	0		0	פיוט #416 — צלות השבת הששי	ולו ארשה לי ראית • בך מרי בו מה שמיעת : מן מיני מגויאתה • רתרד
נפילותה	1	0		0	פיוט #416 — צלות השבת הששי	הות זאת נפילותה רבתה • עד אמר עליה בעל כל ממלכתה : למשה בעל
ויסנר	1	0		0	פיוט #416 — צלות השבת הששי	ופנותה ככן 'כפית * ויסנר באדה הדלת : וכתב לה ספר כדתית * ושלחה
רעליך	1	0		0	פיוט #417 — צלות השבת הששי	ושביכון מבין ותנים יומה : למועד רעליך מתקרמה : וכל שנה ואת בשלמה :
טמשלותון	1	0		0	פיוט #417 — צלות השבת הששי	הממלכה : והמתנברים עליך י טמשלותון יפיכה : ויהפך יהוה אלהיך לך יא ת
ובחייבון	1	0		0	פיוט #418 — צלות השבת הששי	ויוריך בחייו ובחייבון אה נוף זכאה דבון מרך אבדילך * וכל דבב בון יכפית
וינדשה	1	0		0	פיוט #418 — צלות השבת הששי	וינדשה : בעמל מן הו בתפלות צלא וצעם בגללך * דו מאור נביותה ושמשה :
בפרבת	1	0		0	פיוט #418 — צלות השבת הששי	ובה אמר לכם • מי ידבנו לבו יצא : לא בפרבת לבושו • למלחמה בגדים :
שותלה	1	0		0	פיוט #418 — צלות השבת הששי	אמר לו יהושע * אני בן נון בן ערן בן שותלה : בן אפרים בן יוסף *
ותשמידים	1	0		0	פיוט #418 — צלות השבת הששי	הכות • חרב ותשמידים :
הזידים	1	0		0	פיוט #418 — צלות השבת הששי	מחה אמתה שם הזידים :
חסריומעזר	1	0		0	פיוט #419 — חדשה ליהוה	חיי עולם לאשר • שמע מימר אל ישר : ברא כלה מן חסריומעזר כל
באפיבותה	1	0		0	פיוט #419 — חדשה ליהוה	במיני אמירותה * אקים לבל בריאתה : ועזרון באפיבותה * מבגלל מבוליה :
בתושמישותו	1	0		0	פיוט #419 — חדשה ליהוה	עמק משה בצלותו * ויהושע משרתו : קעם בתושמישותו * ומלל ׳עטו מליה ;
חליצו	1	0		0	פיוט #419 — חדשה ליהוה	משה אמר ברות * חליצו אנשים לצבא : ואנכי נצב על ראש הגבע * ובידי
קדשיוז	1	0		0	פיוט #419 — חדשה ליהוה	למעון קדשיוז :
נפשיח	1	0		0	פיוט #420 — צלות השבת הששי	ואיך יהרגי נפשיח :
עסברו	1	0		0	פיוט #420 — צלות השבת הששי	צפו יה ו שע ומימת * לעמלק ולבל עסברו : אוי לוטן מה תכירו ־ מן עברת
רלקמי	1	0		0	פיוט #420 — צלות השבת הששי	ראה עמלק זה ראם * ואמר טי לי אני ילחם • ואולם רלקמי קעם * לא כלום
קסוליה	1	0		0	פיוט #420 — צלות השבת הששי	הוו ביר זקן קסוליה :
יוקירו	1	0		0	פיוט #420 — צלות השבת הששי	יוקירו הך לפידיה ;
וצריק	1	0		0	פיוט #420 — צלות השבת הששי	* . ז ננש יהושע בלב הזיק • באלה אל ישר וצריק : בתר כן ויבא עמלק • וילחם
וחוח	1	0		0	פיוט #420 — צלות השבת הששי	ואתיצבו ואלחמו * ופנים בפנים קמו : וחוח כל אחר יניד שמו יע ד
אצטמרו	1	0		0	פיוט #423 — צלות השבת השש	תנים יומה חדו * לטי אנה אצטמרו : ולמועדים יעברו • מאה שנה
בעואחכון	1	0		0	פיוט #423 — צלות השבת השש	בו חדותה * , ומרן יקבל צלואתכון ־ אה סדר צמיתה : ויעני בעואחכון *
חסתנד	1	0		0	פיוט #423 — צלות השבת השש	לעלם חסתנד ולעלם תשתבח ותחחסל הצלות בטוב ;
ותחחסל	1	0		0	פיוט #423 — צלות השבת השש	לעלם חסתנד ולעלם תשתבח ותחחסל הצלות בטוב ;
רלוכון	1	0		0	פיוט #423 — צלות השבת השש	יהושע ובלב * כל רבב רלוכון יגדף : אלה ' השבת וכתבה * ברכאתו עליך
רתיק	1	0		0	פיוט #424 — הקטף : ופסחתי עליכם • ולא יהיה בכם ננף	הצלם מעליו • במה דרש יעשי : פרקן רתיק בינה * ובין תלמוד משה : דאמר
